Para analizar los resultados pueden hacer una copia (Archivo > Crear una copia) o bajar los csv de cada país (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recuerden calificar empresas en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2018?,¿De qué % fue el ajuste?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra
Hombre,28,Ciudad Autónoma de Buenos Aires,5,5,5,0,Universitario,Completado,Ingenieria en sistemad,Utn,No,No,Sí,Developer,"Docker, Google Cloud Platform/App Engine, Linux","CSS, Go, HTML, Javascript, PHP, SQL",Symfony2,"MySQL, PostgreSQL",,NetBeans,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,52000,42000,2,2,No,No recibo bono,Uno,15,4,Jamás,Heterosexual,,No,,1-10,Producto basado en Software,10,10,16,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27,Ciudad Autónoma de Buenos Aires,5,5,2,5,Secundario,Completado,,,No,No,No,Developer,"Oracle db, jd edwards",SQL,,Oracle,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,42000,34000,2,2,No,No recibo bono,Más de dos,40,11,Jamás,Heterosexual,,No,Ninguno,501-1000,Servicios / Consultoría de Software / Digital,5,6,17,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,30,Ciudad Autónoma de Buenos Aires,11,1,5,0,Universitario,Completado,Licenciatura en gestión de sistemas y negocios,Caece,"Sí, los pagó un empleador",No,Sí,Developer,"Azure, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",Angular,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL",,Visual Studio,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,67600,60000,3,3,No,No recibo bono,Más de dos,30,10,En un trabajo anterior,Heterosexual,,,,51-100,Servicios / Consultoría de Software / Digital,8,9,1,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,28,Ciudad Autónoma de Buenos Aires,7,7,2,2,Universitario,En curso,Licenciatura Sistemas,UADE,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,SysAdmin / DevOps / SRE,"Docker, Linux, VMWare, Windows Server","C, Java, Python",,,,"Eclipse, PyCharm, Visual Studio",Windows,iOS,No,0,Bruto,Full-Time,58000,44000,2,2,No,No recibo bono,Uno,20,8,Jamás,Bisexual o queer,,,nerdearla,501-1000,Otras industrias,7,3,20,"Abono de celular y/o Internet, Cuota para universidad / posgrados"
Hombre,40,Ciudad Autónoma de Buenos Aires,13,2,2,5,Terciario,Completado,Analista de Sistemas de Información,Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Jefe de Sistemas,Windows Server,SQL,,"MSSQL, Oracle",,,Windows,iOS,No,0,Bruto,Full-Time,79200,56000,2,1,No,No recibo bono,Dos,30,10,Jamás,Homosexual,,No,,201-500,Otras industrias,6,6,5,Abono de celular y/o Internet
Hombre,35,Ciudad Autónoma de Buenos Aires,12,2,0,5,Universitario,Completado,ingeniería en sistemas de la información,utn,No,No,No,Technical Leader,"Amazon Web Services, Linux, OpenStack","Bash/Shell, Java",Spring,"Amazon RDS/Aurora, Apache Hive, Cassandra, ElasticSearch, MySQL",,"Atom, IntelliJ, Vim",Linux,Android,"Sí, pasiva",0,Neto,Full-Time,100000,65000,2,1,De uno a tres sueldos,Mix de las anteriores,Dos,20,12,Jamás,Heterosexual,,,6,2001-5000,Producto basado en Software,7,9,5,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, WFH (Trabajar desde casa)"
Hombre,26,Ciudad Autónoma de Buenos Aires,4,4,4,2,Terciario,Completado,Desarrollo Web,Escuela Davinci,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Docker, Kubernetes, Linux","CSS, Java, Javascript, PHP","Angular, Node.js, React.js, WordPress",MySQL,,Visual Studio,Mac OS X,Android,No,0,Bruto,Full-Time,54570,43700,2,2,No,No recibo bono,No,0,1,Jamás,Heterosexual,,,,11-50,Producto basado en Software,7,10,6,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,38,Ciudad Autónoma de Buenos Aires,5,2,2,8,Doctorado,Completado,,,"Sí, de forma particular",No,No,VP / C-Level,,,,,,,Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,112000,,1,1,3+ sueldos,Performance de la compañía,Dos,20,10,,,,,,2001-5000,Otras industrias,6,6,10,Clases de idiomas
Hombre,29,Ciudad Autónoma de Buenos Aires,7,7,7,0,Universitario,Completado,Ing. en informática,Uade,No,No,Sí,Project Manager,,"CSS, HTML, Javascript, PHP, SQL, visual 6.0",WordPress,MySQL,,"Notepad++, Visual Studio",Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,40000,33000,2,1,No,No recibo bono,Dos,15,12,En mi trabajo actual,Heterosexual,,,andsec,501-1000,Otras industrias,3,1,3,Ninguna de las anteriores
Hombre,26,Ciudad Autónoma de Buenos Aires,5,4,1,40,Universitario,Completado,Ingeniería en Sistemas,UTN,"Sí, los pagó un empleador",Sí,Sí,Manager / Director,Firebase,"Java, Kotlin, Swift",React.js,,,"Android Studio, IntelliJ, Visual Studio, Xcode",Mac OS X,iOS,No,0,Neto,Full-Time,87000,65000,3,2,No,No recibo bono,Dos,35,10,Jamás,Heterosexual,,No,Meetups SwitftBA,201-500,Servicios / Consultoría de Software / Digital,8,10,1,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,43,Ciudad Autónoma de Buenos Aires,23,1,15,0,Universitario,Completado,Licenciatura en Ciencias de la Computacion,UBA,"Sí, los pagó un empleador",No,Sí,QA / Tester,"Docker, Linux, VMWare, virtualbox","Python, Ruby",,,RSpec,IntelliJ,Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,120000,80000,2,1,Menos de un sueldo,proyecto extra,Más de dos,60,11,En un trabajo anterior,,,,,1-10,Servicios / Consultoría de Software / Digital,8,6,-1,"Abono de celular y/o Internet, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,32,Ciudad Autónoma de Buenos Aires,10,6,6,2,Universitario,Completado,Ciencias de la Computación,UBA,No,No,Sí,VP / C-Level,Amazon Web Services,"Javascript, Python",Django,PostgreSQL,"Selenium, CrossBrowserTesting",PyCharm,Mac OS X,Android,No,0,Bruto,Remoto (empresa de otro país),250000,200000,4,4,Menos de un sueldo,Performance individual,No,0,0,Jamás,Bisexual o queer,,No,,51-100,Otras industrias,8,8,-1,"Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,25,Ciudad Autónoma de Buenos Aires,7,2,1,0,Secundario,Completado,,,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Networking,,,,,,,Mac OS X,Android,No,0,Neto,Full-Time,30000,25000,1,1,Menos de un sueldo,Performance de la compañía,No,0,0,Jamás,Heterosexual,,,,11-50,Servicios / Consultoría de Software / Digital,7,10,10,"Abono de celular y/o Internet, Capacitaciones y/o cursos"
Hombre,36,Ciudad Autónoma de Buenos Aires,11,8,4,2,Posgrado,Completado,Diseño Gráfico,UBA,"Sí, de forma particular",No,No,UX,Heroku,"CSS, HTML, Javascript, PHP",,,,Atom,Mac OS X,Android,No,0,Bruto,Full-Time,138000,91000,3,3,Un sueldo,Mix de las anteriores,Dos,50,12,Jamás,Heterosexual,,No,,10001+,Otras industrias,6,6,10,"Abono de celular y/o Internet, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,38,Ciudad Autónoma de Buenos Aires,13,1,1,0,Universitario,En curso,ingenieria en sistemas,UAI,"Sí, de forma particular",No,No,Architect,"Amazon Web Services, Linux, VMWare",".NET, Bash/Shell, C, C#",,"MSSQL, MySQL",,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,88000,66000,3,4,Menos de un sueldo,Mix de las anteriores,Más de dos,28,12,En mi trabajo actual,Heterosexual,,,,201-500,Servicios / Consultoría de Software / Digital,5,5,27,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,35,Ciudad Autónoma de Buenos Aires,12,2,5,0,Universitario,Completado,Ingeniería en Informática,UCA (BA),No,No,No,Project Manager,,,"Asana, Quickbase, inhouse apps",,,,Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,65000,50000,2,3,Un sueldo,Performance individual,Más de dos,45,1,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,7,9,5,"Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,En curso,Ciencias Fisicas,UBA,"Sí, los pagó un empleador",No,Sí,Developer,"Docker, Linux","CSS, HTML, Javascript, Python","Vue.js, jQuery","MongoDB, MySQL",,"IPython / Jupyter, PyCharm",Linux,Android,No,0,Bruto,Full-Time,26500,22000,2,4,No,No recibo bono,Uno,5,9,Jamás,Heterosexual,,,Pycon,11-50,Servicios / Consultoría de Software / Digital,10,10,18,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,32,Ciudad Autónoma de Buenos Aires,14,11,5,2,Universitario,Incompleto,,,No,No,No,Business Analyst,,,,,,,Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,70581.37,60000,2,2,No,No recibo bono,Dos,20,12,Jamás,Heterosexual,,,,101-200,Producto basado en Software,10,10,3,"Abono de celular y/o Internet, Clases de idiomas"
Hombre,38,Ciudad Autónoma de Buenos Aires,15,10,4,0,Posgrado,En curso,MBA,UADE,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,DBA,"AIX, IBM Cloud / Watson, Linux, OpenStack","Python, R, SQL",,"IBM Db2, Oracle",,"Eclipse, RStudio, Vi",Mac OS X,iOS,"Sí, activa",12000,Bruto,Full-Time,60800,,2,2,Menos de un sueldo,Mix de las anteriores,Más de dos,42,11,Jamás,Heterosexual,,,,2001-5000,Servicios / Consultoría de Software / Digital,10,10,-1,"Guardería, Horarios flexibles, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Hombre,48,Ciudad Autónoma de Buenos Aires,20,13,1,0,Posgrado,En curso,ing. electronica,Universidad de Buenos Aires,"Sí, los pagó un empleador",No,Sí,Technical Writer,Windows Server,,,,,,Windows,Android,No,0,Bruto,Full-Time,55000,44000,2,1,No,No recibo bono,No,0,0,En mi trabajo actual,Heterosexual,,No,,201-500,Otras industrias,4,4,20,Ninguna de las anteriores
Hombre,26,Ciudad Autónoma de Buenos Aires,0,0,0,0,Terciario,Completado,Diseño Multimedial,Escuela Da Vinci,"Sí, de forma particular",No,No,Designer,,"CSS, HTML",,MySQL,,"Notepad++, Sublime Text",Windows,Android,No,0,Neto,Full-Time,11000,10000,2,2,No,No recibo bono,No,0,0,Jamás,Pansexual,,No,,1-10,Servicios / Consultoría de Software / Digital,5,5,5,Comidas pagas/subvencionadas
Hombre,26,Ciudad Autónoma de Buenos Aires,5,3,3,1,Universitario,Completado,Lic en administración,UBA,No,No,No,Business Analyst,,SQL,,MySQL,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,57500,46000,1,1,De uno a tres sueldos,Performance individual,Dos,38,12,Jamás,Heterosexual,,,,2001-5000,Otras industrias,4,5,2,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,23,Ciudad Autónoma de Buenos Aires,0,0,0,0,Terciario,En curso,Diseño de vídeo juegos,Da Vinci,No,No,No,Analista SOC,McAfee Cylance,,,"MySQL, SQLite",,,Windows,Android,"Sí, pasiva",1000,Neto,Full-Time,33000,25000,3,4,No,No recibo bono,No,0,12,Jamás,Heterosexual,Visual,No,,51-100,Otras industrias,10,10,10,"Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Snacks, golosinas, bebidas, OSDE"
Hombre,34,Ciudad Autónoma de Buenos Aires,12,9,9,0,Universitario,Completado,,,"Sí, de forma particular",No,Sí,Developer,"AIX, Linux, Windows Server",".NET, C, C++, C#, HTML, Java, Javascript, Python, SQL","Angular, Node.js, Spring","MSSQL, MySQL",,"Android Studio, Eclipse, IntelliJ, Sublime Text, Visual Studio",Windows,Android,No,0,Bruto,Full-Time,60000,44000,2,1,Menos de un sueldo,Performance de la compañía,Dos,16,6,Jamás,Heterosexual,,No,,1001-2000,Servicios / Consultoría de Software / Digital,7,6,25,"Guardería, Horarios flexibles"
Hombre,32,Ciudad Autónoma de Buenos Aires,8,9,4,0,Universitario,En curso,informatica,UMET,"Sí, de forma particular",No,Sí,DBA,"Azure, Windows Server","Python, SQL",,MSSQL,Visual Studio Coded UI,"Notepad++, Sublime Text, Visual Studio",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,36000,32000,3,2,Un sueldo,aguinaldo,Uno,15,10,Jamás,Heterosexual,,Sí,,201-500,Otras industrias,7,7,2,Horarios flexibles
Hombre,27,Ciudad Autónoma de Buenos Aires,7,6,6,1,Terciario,En curso,Analista de Sistemas,ORT Instituto,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Responsable de Depto IT,"VMWare, Windows Server",,,MSSQL,,,Windows,iOS,No,0,Bruto,Full-Time,47500,38000,3,2,Menos de un sueldo,Mix de las anteriores,No,25,10,En mi trabajo actual,Heterosexual,,,Segurinfo,201-500,Otras industrias,7,7,4,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,26,Ciudad Autónoma de Buenos Aires,3,3,3,0,Universitario,En curso,Licenciatura en informática ,Universidad de Palermo ,No,No,Sí,Developer,Linux,"CSS, HTML, Javascript, Python, SQL","Angular, Django, Node.js",PostgreSQL,,IntelliJ,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,30000,25000,2,1,No,No recibo bono,Uno,20,8,Jamás,Heterosexual,,No,,11-50,Servicios / Consultoría de Software / Digital,3,3,12,"Clases de idiomas, Descuentos en gimnasios, WFH (Trabajar desde casa)"
Hombre,40,Ciudad Autónoma de Buenos Aires,16,16,10,0,Universitario,Incompleto,Ingenieria electronica,Universidad de Moron,"Sí, de forma particular",No,Sí,SysAdmin / DevOps / SRE,"Azure, Linux, Windows Server",,,MSSQL,,,Windows,Android,"Sí, pasiva",10,Porcentaje de mi sueldo,Full-Time,50000,41500,3,2,No,No recibo bono,Dos,21,10,Jamás,Heterosexual,,,,501-1000,Producto basado en Software,6,4,15,"Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,41,Ciudad Autónoma de Buenos Aires,23,10,2,4,Universitario,Completado,Ingeniería en sistemas,UTN,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Data Scientist / Data Engineer,"Linux, Mainframe, VMWare, Windows Server","Java, Python, R, Scala, SQL, VBA","Hadoop, Spark","Apache HBase, Apache Hive, Cassandra, ElasticSearch, IBM Db2, MariaDB, MSSQL, Neo4j",,"Eclipse, IPython / Jupyter, RStudio, Vim, Visual Studio",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,108000,90000,3,2,Un sueldo,Mix de las anteriores,Más de dos,34,1,En mi trabajo actual,Heterosexual,,No,"Red hat, Microsoft, microstrategy, sas viya",10001+,Otras industrias,7,8,5.5,"Capacitaciones y/o cursos, Horarios flexibles"
Mujer,27,Ciudad Autónoma de Buenos Aires,1,1,1,0,Terciario,Completado,tevnico sup en programacion,utn,No,No,No,Developer,Linux,"Javascript, TypeScript",Angular,MariaDB,,,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,30000,25000,3,4,No,No recibo bono,Dos,10,12,Jamás,Heterosexual,,No,,101-200,Servicios / Consultoría de Software / Digital,2,6,10,Licencia de paternidad/maternidad extendida
Hombre,46,Ciudad Autónoma de Buenos Aires,20,6,6,0,Posgrado,Completado,Ingenieria,Uba,"Sí, de forma particular",No,No,Business Analyst,"Mainframe, VMWare, Windows Server","C++, Java, SQL",,"IBM Db2, MySQL, Oracle",,,Windows,iOS,No,0,Bruto,Full-Time,27000,21300,1,1,No,No recibo bono,Más de dos,32,10,Jamás,Heterosexual,,No,.,1001-2000,Otras industrias,7,8,10,"Descuentos en gimnasios, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,25,Ciudad Autónoma de Buenos Aires,3,1,1,0,Universitario,En curso,Ingenieria en Sistemas,UTN,"Sí, de forma particular",No,Sí,Infosec,"AIX, Azure, Linux, Windows Server",".NET, C",,Informix,,Notepad++,Windows,Android,"Sí, pasiva",2300,Neto,Full-Time,55000,43000,3,1,No,No recibo bono,Uno,30,8,Jamás,Heterosexual,,,,2001-5000,Otras industrias,7,8,2,"Abono de celular y/o Internet, Cuota para universidad / posgrados, Descuentos en gimnasios"
Hombre,39,Ciudad Autónoma de Buenos Aires,22,6,2,10,Universitario,En curso,Lic en Informatica,Siglo 21,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Jefe de Arquitectura,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, IBM Cloud / Watson, Kubernetes, Linux, VMWare, Windows Server","ABAP, Bash/Shell, Java, Javascript, Python, SQL","Angular, Cordova, Node.js, React.js, Spring","IBM Db2, MSSQL",Selenium,"Eclipse, NetBeans, Notepad++",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,101000,67000,3,2,De uno a tres sueldos,Mix de las anteriores,Más de dos,30,11,Jamás,Heterosexual,,,"RedHat Forum, Openshift commons, Cognitive Microsoft",1001-2000,Otras industrias,9,10,15,"Descuentos en gimnasios, Horarios flexibles"
Hombre,31,Ciudad Autónoma de Buenos Aires,2,2,0,0,Secundario,Completado,,,"Sí, de forma particular",No,Sí,operations,"Linux, qlickview",Bash/Shell,,"MySQL, Oracle",,,Windows,No tengo celular / no es Smartphone,No,0,Bruto,Full-Time,24,20,2,2,No,No recibo bono,Dos,10,12,Jamás,Homosexual,,No,,2001-5000,Servicios / Consultoría de Software / Digital,7,9,15,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Lactario en la oficina, Snacks, golosinas, bebidas"
Hombre,30,Ciudad Autónoma de Buenos Aires,2,1,1,0,Secundario,Completado,Bachillerato,,"Sí, de forma particular",No,Sí,QA / Tester,"Docker, Firebase, Linux","CSS, HTML, Java, Javascript, SQL, TypeScript","Angular, Node.js, Spring","MongoDB, MySQL","Telerik Studio, Jmeter","Sublime Text, Vi, Vim, Visual Studio",Windows,Android,No,0,Bruto,Full-Time,20000,16500,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,Facebook face to face,11-50,Servicios / Consultoría de Software / Digital,10,10,30,"Comidas pagas/subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,36,Ciudad Autónoma de Buenos Aires,11,5,5,0,Terciario,Incompleto,Técnico en Desarrollo de Sistemas,UNNOBA,"Sí, de forma particular",No,Sí,Multirole (Sysadmin/Support Tier 4/DevOp/ERP),"Amazon Web Services, *BSD, Docker, Linux, VMWare","Bash/Shell, HTML, Javascript, Perl, PHP, Python, SQL","Node.js, React.js, Symfony, Bower, Webpak","Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MariaDB, MySQL, Redis",,"Notepad++, PHPStorm, PyCharm, Vi, Vim",Windows,Android,"Sí, pasiva",2000,Neto,Full-Time,36000,30000,2,2,Menos de un sueldo,Performance individual,Uno,12,6,Jamás,Heterosexual,,,,1-10,Servicios / Consultoría de Software / Digital,3,6,1,"Horarios flexibles, Viajes al exterior"
Hombre,41,Ciudad Autónoma de Buenos Aires,20,8,2,0,Universitario,Completado,Licenciatura,Unla,"Sí, de forma particular",Sí,No,SysAdmin / DevOps / SRE,"Azure, VMWare, Windows Server","C++, C#, HTML, PHP",.NET Core,"MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL",,,Windows,iOS,No,0,Bruto,Full-Time,40000,32000,1,1,No,No recibo bono,Uno,12,8,En mi trabajo actual,Heterosexual,,,,2001-5000,Otras industrias,5,6,10,"Abono de celular y/o Internet, Comidas pagas/subvencionadas"
Hombre,43,Ciudad Autónoma de Buenos Aires,15,16,15,0,Terciario,Completado,Analista de sistemas,Utn,"Sí, de forma particular",No,Sí,QA / Tester,Mainframe,"CSS, HTML, PHP, SQL","Angular, Drupal, Node.js, WordPress","MariaDB, MongoDB, MySQL, SQLite",Test Complete,Sublime Text,Mac OS X,iOS,No,0,Bruto,Part-Time,45,34,2,1,No,No recibo bono,Dos,25,1,Jamás,Heterosexual,,,,5001-10000,Servicios / Consultoría de Software / Digital,1,1,15,Horarios flexibles
Hombre,30,Ciudad Autónoma de Buenos Aires,9,2,2,0,Secundario,Completado,Técnico electromecánico ,,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Product Manager,"VMWare, Windows Server",C++,,,,,Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,25000,22000,3,2,Menos de un sueldo,Performance de la compañía,No,0,9,En un trabajo anterior,Heterosexual,,,La internet ,1-10,Otras industrias,9,9,20,"Capacitaciones y/o cursos, Ninguna de las anteriores"
Hombre,31,Ciudad Autónoma de Buenos Aires,11,5,5,5,Universitario,Incompleto,Ciencias de la Computación,UBA,"Sí, de forma particular",Sí,Sí,SysAdmin / DevOps / SRE,"AIX, Amazon Web Services, Azure, *BSD, Docker, Firebase, Google Cloud Platform/App Engine, Heroku, HP-UX, IBM Cloud / Watson, Kubernetes, Linux, Mainframe, OpenStack, Solaris, Serverless, VMWare, Windows Server","Bash/Shell, CSS, Go, Groovy, HTML, Java, Javascript, Perl, PHP, Python, Ruby, SQL","Angular, Django, Drupal, Node.js, React.js, WordPress","Amazon DynamoDB, Amazon Redshift, Apache HBase, Amazon RDS/Aurora, Apache Hive, ElasticSearch, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, MySQL, PostgreSQL, Redis, SQLite","Selenium, Test Complete","Atom, Eclipse, IntelliJ, Nano, Notepad++, Vi, Vim",Linux,Android,No,0,Bruto,Remoto (empresa de otro país),160000,160000,3,2,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,,,51-100,Servicios / Consultoría de Software / Digital,1,7,1,Ninguna de las anteriores
